year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases
1993,COL,Colombia,AMRO,4.7,-74.1,HPS,0,0,0,0.2662,0,0,0
1994,ARG,Argentina,AMRO,-34.6,-58.4,HPS,35,9,26,0.2763,32,6,0
1994,CHL,Chile,AMRO,-33.4,-70.6,HPS,0,0,0,0.2843,0,0,0
1994,BRA,Brazil,AMRO,-15.8,-47.9,HPS,0,0,0,0.4212,0,0,0
1994,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,0,0,0,0.278,0,0,0
1994,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,0,0,0,0.3634,0,0,0
1994,URY,Uruguay,AMRO,-34.9,-56.2,HPS,0,0,0,0.2641,0,0,0
1994,PAN,Panama,AMRO,9.0,-79.5,HPS,0,0,0,0.3266,0,0,0
1994,USA,USA,AMRO,38.9,-77.0,HPS,6,2,4,0.3338,5,1,0
1994,CAN,Canada,AMRO,45.4,-75.7,HPS,0,0,0,0.3414,0,0,0
1994,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,0,0,0,0.2378,0,0,0
1994,CHN,China,WPRO,39.9,116.4,HFRS,8598,98,8500,0.0115,7328,2020,0
1994,KOR,South Korea,WPRO,37.6,127.0,HFRS,226,3,223,0.0156,209,43,0
1994,JPN,Japan,WPRO,35.7,139.7,HFRS,0,0,0,0.0198,0,0,0
1994,RUS,Russia,EURO,55.8,37.6,HFRS,10858,356,10502,0.0328,8245,2737,0
1994,FIN,Finland,EURO,60.2,24.9,HFRS,1449,5,1444,0.0035,1243,352,0
1994,DEU,Germany,EURO,52.5,13.4,HFRS,0,0,0,0.0035,0,0,0
1994,SWE,Sweden,EURO,59.3,18.1,HFRS,0,0,0,0.0028,0,0,0
1994,BEL,Belgium,EURO,50.8,4.4,HFRS,0,0,0,0.0015,0,0,0
1994,FRA,France,EURO,48.9,2.3,HFRS,0,0,0,0.0022,0,0,0
1994,HRV,Croatia,EURO,45.8,16.0,HFRS,0,0,0,0.0245,0,0,0
1994,SVN,Slovenia,EURO,46.1,14.5,HFRS,0,0,0,0.0298,0,0,0
1994,GRC,Greece,EURO,37.97,23.73,HFRS,0,0,0,0.0297,0,0,0
1994,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,0,0,0,0.0227,0,0,0
1994,TWN,Taiwan,WPRO,25.0,121.5,HFRS,0,0,0,0.0369,0,0,0
1994,COL,Colombia,AMRO,4.7,-74.1,HPS,0,0,0,0.2626,0,0,0
1995,ARG,Argentina,AMRO,-34.6,-58.4,HPS,54,10,44,0.2014,39,12,0
1995,CHL,Chile,AMRO,-33.4,-70.6,HPS,14,4,10,0.3323,12,3,0
1995,BRA,Brazil,AMRO,-15.8,-47.9,HPS,39,13,26,0.3356,30,10,0
1995,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,7,2,5,0.3774,6,1,0
1995,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,4,1,3,0.2788,3,0,0
1995,URY,Uruguay,AMRO,-34.9,-56.2,HPS,4,1,3,0.259,3,0,0
1995,PAN,Panama,AMRO,9.0,-79.5,HPS,13,4,9,0.3254,10,2,0
1995,USA,USA,AMRO,38.9,-77.0,HPS,7,2,5,0.3722,5,0,0
1995,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.273,1,0,0
1995,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2555,0,0,0
1995,CHN,China,WPRO,39.9,116.4,HFRS,10312,501,9811,0.0487,9702,3524,0
1995,KOR,South Korea,WPRO,37.6,127.0,HFRS,353,6,347,0.0177,322,73,0
1995,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0211,6,1,0
1995,RUS,Russia,EURO,55.8,37.6,HFRS,9690,125,9565,0.0129,8272,3288,0
1995,FIN,Finland,EURO,60.2,24.9,HFRS,998,3,995,0.0031,917,307,0
1995,DEU,Germany,EURO,52.5,13.4,HFRS,1124,3,1121,0.0031,887,198,0
1995,SWE,Sweden,EURO,59.3,18.1,HFRS,310,1,309,0.0034,284,107,0
1995,BEL,Belgium,EURO,50.8,4.4,HFRS,116,0,116,0.002,104,32,0
1995,FRA,France,EURO,48.9,2.3,HFRS,113,0,113,0.0034,104,24,0
1995,HRV,Croatia,EURO,45.8,16.0,HFRS,59,1,58,0.0238,49,7,0
1995,SVN,Slovenia,EURO,46.1,14.5,HFRS,44,1,43,0.0263,33,9,0
1995,GRC,Greece,EURO,37.97,23.73,HFRS,8,0,8,0.0215,7,1,0
1995,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,6,0,6,0.0204,5,1,0
1995,TWN,Taiwan,WPRO,25.0,121.5,HFRS,10,0,10,0.0126,7,1,0
1995,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3456,1,0,0
1996,ARG,Argentina,AMRO,-34.6,-58.4,HPS,52,12,40,0.2484,46,10,1
1996,CHL,Chile,AMRO,-33.4,-70.6,HPS,13,3,10,0.2538,12,4,0
1996,BRA,Brazil,AMRO,-15.8,-47.9,HPS,30,9,21,0.326,22,4,0
1996,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,6,2,4,0.3572,5,1,0
1996,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,13,4,9,0.3381,10,3,0
1996,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.2372,2,0,0
1996,PAN,Panama,AMRO,9.0,-79.5,HPS,4,1,3,0.2674,2,0,0
1996,USA,USA,AMRO,38.9,-77.0,HPS,18,6,12,0.3704,14,2,0
1996,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3116,1,0,0
1996,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2924,0,0,0
1996,CHN,China,WPRO,39.9,116.4,HFRS,9514,333,9181,0.035,7856,2860,0
1996,KOR,South Korea,WPRO,37.6,127.0,HFRS,542,7,535,0.0133,388,120,0
1996,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0217,4,1,0
1996,RUS,Russia,EURO,55.8,37.6,HFRS,7747,226,7521,0.0293,6310,1807,0
1996,FIN,Finland,EURO,60.2,24.9,HFRS,2492,6,2486,0.0025,2343,881,0
1996,DEU,Germany,EURO,52.5,13.4,HFRS,603,0,603,0.0012,437,67,0
1996,SWE,Sweden,EURO,59.3,18.1,HFRS,124,0,124,0.003,89,20,0
1996,BEL,Belgium,EURO,50.8,4.4,HFRS,159,0,159,0.001,143,31,0
1996,FRA,France,EURO,48.9,2.3,HFRS,52,0,52,0.0031,44,16,0
1996,HRV,Croatia,EURO,45.8,16.0,HFRS,87,4,83,0.0521,67,13,0
1996,SVN,Slovenia,EURO,46.1,14.5,HFRS,59,2,57,0.0342,55,13,0
1996,GRC,Greece,EURO,37.97,23.73,HFRS,14,0,14,0.0511,10,3,0
1996,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,16,0,16,0.0186,14,4,0
1996,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0371,4,1,0
1996,COL,Colombia,AMRO,4.7,-74.1,HPS,1,0,1,0.3843,0,0,0
1997,ARG,Argentina,AMRO,-34.6,-58.4,HPS,80,17,63,0.2137,62,24,3
1997,CHL,Chile,AMRO,-33.4,-70.6,HPS,29,9,20,0.3448,23,5,0
1997,BRA,Brazil,AMRO,-15.8,-47.9,HPS,43,17,26,0.4129,38,13,0
1997,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,3,0,3,0.3242,2,0,0
1997,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,8,2,6,0.362,6,1,0
1997,URY,Uruguay,AMRO,-34.9,-56.2,HPS,2,0,2,0.3142,1,0,0
1997,PAN,Panama,AMRO,9.0,-79.5,HPS,6,2,4,0.3551,4,1,0
1997,USA,USA,AMRO,38.9,-77.0,HPS,17,5,12,0.3081,12,4,0
1997,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.2982,0,0,0
1997,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.313,1,0,0
1997,CHN,China,WPRO,39.9,116.4,HFRS,14377,464,13913,0.0323,11588,4363,0
1997,KOR,South Korea,WPRO,37.6,127.0,HFRS,257,5,252,0.0199,180,48,0
1997,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0124,3,0,0
1997,RUS,Russia,EURO,55.8,37.6,HFRS,11194,307,10887,0.0275,10528,2565,0
1997,FIN,Finland,EURO,60.2,24.9,HFRS,1244,5,1239,0.0045,940,367,0
1997,DEU,Germany,EURO,52.5,13.4,HFRS,412,1,411,0.0039,292,108,0
1997,SWE,Sweden,EURO,59.3,18.1,HFRS,237,0,237,0.004,170,49,0
1997,BEL,Belgium,EURO,50.8,4.4,HFRS,176,0,176,0.002,150,48,0
1997,FRA,France,EURO,48.9,2.3,HFRS,87,0,87,0.0029,73,27,0
1997,HRV,Croatia,EURO,45.8,16.0,HFRS,33,1,32,0.0312,30,11,0
1997,SVN,Slovenia,EURO,46.1,14.5,HFRS,43,1,42,0.0286,33,6,0
1997,GRC,Greece,EURO,37.97,23.73,HFRS,16,0,16,0.0341,13,2,0
1997,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,17,0,17,0.0297,14,3,0
1997,TWN,Taiwan,WPRO,25.0,121.5,HFRS,7,0,7,0.0344,6,1,0
1997,COL,Colombia,AMRO,4.7,-74.1,HPS,3,1,2,0.3734,2,0,0
1998,ARG,Argentina,AMRO,-34.6,-58.4,HPS,66,17,49,0.2627,61,22,0
1998,CHL,Chile,AMRO,-33.4,-70.6,HPS,13,3,10,0.3065,11,4,0
1998,BRA,Brazil,AMRO,-15.8,-47.9,HPS,43,15,28,0.3571,40,14,0
1998,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,10,3,7,0.3203,8,1,0
1998,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,4,1,3,0.3584,3,1,0
1998,URY,Uruguay,AMRO,-34.9,-56.2,HPS,6,1,5,0.2833,5,1,0
1998,PAN,Panama,AMRO,9.0,-79.5,HPS,17,4,13,0.2871,13,2,0
1998,USA,USA,AMRO,38.9,-77.0,HPS,22,7,15,0.3606,16,5,0
1998,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.2966,1,0,0
1998,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.3158,0,0,0
1998,CHN,China,WPRO,39.9,116.4,HFRS,11444,371,11073,0.0324,10518,2638,0
1998,KOR,South Korea,WPRO,37.6,127.0,HFRS,269,2,267,0.0106,239,72,0
1998,JPN,Japan,WPRO,35.7,139.7,HFRS,14,0,14,0.0143,10,1,0
1998,RUS,Russia,EURO,55.8,37.6,HFRS,7187,199,6988,0.0277,5735,1487,0
1998,FIN,Finland,EURO,60.2,24.9,HFRS,2362,5,2357,0.0024,1956,676,0
1998,DEU,Germany,EURO,52.5,13.4,HFRS,812,2,810,0.0029,743,287,0
1998,SWE,Sweden,EURO,59.3,18.1,HFRS,138,0,138,0.0038,113,24,0
1998,BEL,Belgium,EURO,50.8,4.4,HFRS,109,0,109,0.003,89,20,0
1998,FRA,France,EURO,48.9,2.3,HFRS,105,0,105,0.0017,75,13,0
1998,HRV,Croatia,EURO,45.8,16.0,HFRS,39,1,38,0.0261,28,8,0
1998,SVN,Slovenia,EURO,46.1,14.5,HFRS,29,0,29,0.0204,26,6,0
1998,GRC,Greece,EURO,37.97,23.73,HFRS,20,0,20,0.0269,14,2,0
1998,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,7,0,7,0.0156,5,0,0
1998,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0238,3,0,0
1998,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3536,1,0,0
1999,ARG,Argentina,AMRO,-34.6,-58.4,HPS,71,15,56,0.2123,65,24,0
1999,CHL,Chile,AMRO,-33.4,-70.6,HPS,23,8,15,0.3709,20,3,0
1999,BRA,Brazil,AMRO,-15.8,-47.9,HPS,35,13,22,0.3727,29,7,0
1999,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,7,2,5,0.3621,4,0,0
1999,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,12,4,8,0.3632,9,2,0
1999,URY,Uruguay,AMRO,-34.9,-56.2,HPS,2,0,2,0.2671,1,0,0
1999,PAN,Panama,AMRO,9.0,-79.5,HPS,9,2,7,0.3066,6,1,0
1999,USA,USA,AMRO,38.9,-77.0,HPS,10,3,7,0.3327,7,2,0
1999,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3383,1,0,0
1999,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,0,0,0,0.2806,0,0,0
1999,CHN,China,WPRO,39.9,116.4,HFRS,9847,148,9699,0.0151,7591,1827,0
1999,KOR,South Korea,WPRO,37.6,127.0,HFRS,535,11,524,0.0214,422,167,0
1999,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0147,8,1,0
1999,RUS,Russia,EURO,55.8,37.6,HFRS,6085,90,5995,0.0148,4543,1005,0
1999,FIN,Finland,EURO,60.2,24.9,HFRS,1009,4,1005,0.0046,726,204,0
1999,DEU,Germany,EURO,52.5,13.4,HFRS,826,3,823,0.0039,601,149,0
1999,SWE,Sweden,EURO,59.3,18.1,HFRS,352,1,351,0.0036,318,68,0
1999,BEL,Belgium,EURO,50.8,4.4,HFRS,72,0,72,0.0023,67,19,0
1999,FRA,France,EURO,48.9,2.3,HFRS,99,0,99,0.0018,88,17,0
1999,HRV,Croatia,EURO,45.8,16.0,HFRS,55,2,53,0.037,45,9,0
1999,SVN,Slovenia,EURO,46.1,14.5,HFRS,25,0,25,0.0283,19,5,0
1999,GRC,Greece,EURO,37.97,23.73,HFRS,10,0,10,0.0392,8,1,0
1999,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,9,0,9,0.0127,6,2,0
1999,TWN,Taiwan,WPRO,25.0,121.5,HFRS,7,0,7,0.0343,5,1,0
1999,COL,Colombia,AMRO,4.7,-74.1,HPS,3,1,2,0.3393,2,0,0
2000,ARG,Argentina,AMRO,-34.6,-58.4,HPS,54,18,36,0.3394,49,19,0
2000,CHL,Chile,AMRO,-33.4,-70.6,HPS,41,16,25,0.3908,30,4,1
2000,BRA,Brazil,AMRO,-15.8,-47.9,HPS,47,20,27,0.4263,34,11,0
2000,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,5,1,4,0.2745,3,1,0
2000,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,12,3,9,0.3037,9,3,0
2000,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.3225,2,0,0
2000,PAN,Panama,AMRO,9.0,-79.5,HPS,13,3,10,0.2952,11,3,0
2000,USA,USA,AMRO,38.9,-77.0,HPS,11,4,7,0.39,8,2,0
2000,CAN,Canada,AMRO,45.4,-75.7,HPS,3,0,3,0.3312,2,0,0
2000,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2502,0,0,0
2000,CHN,China,WPRO,39.9,116.4,HFRS,11963,374,11589,0.0313,11047,3834,0
2000,KOR,South Korea,WPRO,37.6,127.0,HFRS,278,4,274,0.0162,211,70,0
2000,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0214,4,1,0
2000,RUS,Russia,EURO,55.8,37.6,HFRS,6922,239,6683,0.0346,5036,1821,0
2000,FIN,Finland,EURO,60.2,24.9,HFRS,914,2,912,0.0026,821,153,0
2000,DEU,Germany,EURO,52.5,13.4,HFRS,638,2,636,0.0032,561,174,0
2000,SWE,Sweden,EURO,59.3,18.1,HFRS,280,0,280,0.0026,213,50,0
2000,BEL,Belgium,EURO,50.8,4.4,HFRS,73,0,73,0.0028,61,15,0
2000,FRA,France,EURO,48.9,2.3,HFRS,88,0,88,0.0038,64,18,0
2000,HRV,Croatia,EURO,45.8,16.0,HFRS,69,3,66,0.0445,48,17,0
2000,SVN,Slovenia,EURO,46.1,14.5,HFRS,68,1,67,0.027,59,22,0
2000,GRC,Greece,EURO,37.97,23.73,HFRS,21,0,21,0.0261,17,5,0
2000,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,10,0,10,0.0247,9,3,0
2000,TWN,Taiwan,WPRO,25.0,121.5,HFRS,8,0,8,0.0134,7,2,0
2000,COL,Colombia,AMRO,4.7,-74.1,HPS,1,0,1,0.3881,0,0,0
2001,ARG,Argentina,AMRO,-34.6,-58.4,HPS,76,19,57,0.2599,54,12,3
2001,CHL,Chile,AMRO,-33.4,-70.6,HPS,15,4,11,0.3,11,3,0
2001,BRA,Brazil,AMRO,-15.8,-47.9,HPS,38,13,25,0.352,33,8,0
2001,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,5,1,4,0.3179,3,0,0
2001,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,11,3,8,0.287,10,2,0
2001,URY,Uruguay,AMRO,-34.9,-56.2,HPS,5,1,4,0.2948,3,0,0
2001,PAN,Panama,AMRO,9.0,-79.5,HPS,9,3,6,0.3942,6,1,0
2001,USA,USA,AMRO,38.9,-77.0,HPS,9,3,6,0.3997,7,2,0
2001,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.3475,0,0,0
2001,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2286,0,0,0
2001,CHN,China,WPRO,39.9,116.4,HFRS,11158,140,11018,0.0126,9973,2626,0
2001,KOR,South Korea,WPRO,37.6,127.0,HFRS,472,8,464,0.0188,377,109,0
2001,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0136,6,2,0
2001,RUS,Russia,EURO,55.8,37.6,HFRS,7125,129,6996,0.0181,6134,1546,0
2001,FIN,Finland,EURO,60.2,24.9,HFRS,722,1,721,0.0016,634,199,0
2001,DEU,Germany,EURO,52.5,13.4,HFRS,428,0,428,0.0017,324,103,0
2001,SWE,Sweden,EURO,59.3,18.1,HFRS,105,0,105,0.0013,94,18,0
2001,BEL,Belgium,EURO,50.8,4.4,HFRS,134,0,134,0.0015,97,20,0
2001,FRA,France,EURO,48.9,2.3,HFRS,115,0,115,0.0036,104,25,0
2001,HRV,Croatia,EURO,45.8,16.0,HFRS,82,2,80,0.0282,63,23,0
2001,SVN,Slovenia,EURO,46.1,14.5,HFRS,20,0,20,0.0126,15,2,0
2001,GRC,Greece,EURO,37.97,23.73,HFRS,11,0,11,0.0433,8,2,0
2001,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,15,0,15,0.0168,11,2,0
2001,TWN,Taiwan,WPRO,25.0,121.5,HFRS,10,0,10,0.018,8,2,0
2001,COL,Colombia,AMRO,4.7,-74.1,HPS,3,0,3,0.3154,2,0,0
2002,ARG,Argentina,AMRO,-34.6,-58.4,HPS,94,20,74,0.221,86,23,4
2002,CHL,Chile,AMRO,-33.4,-70.6,HPS,48,15,33,0.3138,33,7,1
2002,BRA,Brazil,AMRO,-15.8,-47.9,HPS,55,18,37,0.3387,40,14,0
2002,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,14,4,10,0.3289,10,2,0
2002,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,5,1,4,0.3663,3,0,0
2002,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.2831,2,0,0
2002,PAN,Panama,AMRO,9.0,-79.5,HPS,10,2,8,0.2516,7,2,0
2002,USA,USA,AMRO,38.9,-77.0,HPS,25,8,17,0.3597,21,6,0
2002,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.3689,0,0,0
2002,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.207,0,0,0
2002,CHN,China,WPRO,39.9,116.4,HFRS,5420,184,5236,0.0341,4126,1020,0
2002,KOR,South Korea,WPRO,37.6,127.0,HFRS,350,5,345,0.0171,307,68,0
2002,JPN,Japan,WPRO,35.7,139.7,HFRS,12,0,12,0.0195,10,3,0
2002,RUS,Russia,EURO,55.8,37.6,HFRS,10363,170,10193,0.0164,7334,1580,0
2002,FIN,Finland,EURO,60.2,24.9,HFRS,1704,2,1702,0.0012,1404,420,0
2002,DEU,Germany,EURO,52.5,13.4,HFRS,747,2,745,0.0033,542,91,0
2002,SWE,Sweden,EURO,59.3,18.1,HFRS,289,0,289,0.0025,252,65,0
2002,BEL,Belgium,EURO,50.8,4.4,HFRS,82,0,82,0.0026,73,23,0
2002,FRA,France,EURO,48.9,2.3,HFRS,68,0,68,0.0028,53,9,0
2002,HRV,Croatia,EURO,45.8,16.0,HFRS,101,2,99,0.0255,94,24,0
2002,SVN,Slovenia,EURO,46.1,14.5,HFRS,29,0,29,0.0263,26,8,0
2002,GRC,Greece,EURO,37.97,23.73,HFRS,23,1,22,0.0464,20,7,0
2002,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.0198,6,2,0
2002,TWN,Taiwan,WPRO,25.0,121.5,HFRS,13,0,13,0.0112,11,4,0
2002,COL,Colombia,AMRO,4.7,-74.1,HPS,1,0,1,0.3352,0,0,0
2003,ARG,Argentina,AMRO,-34.6,-58.4,HPS,92,22,70,0.2446,85,33,4
2003,CHL,Chile,AMRO,-33.4,-70.6,HPS,36,13,23,0.3793,32,7,1
2003,BRA,Brazil,AMRO,-15.8,-47.9,HPS,24,9,15,0.3894,18,3,0
2003,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,4,1,3,0.3544,3,0,0
2003,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,6,1,5,0.2704,5,1,0
2003,URY,Uruguay,AMRO,-34.9,-56.2,HPS,4,1,3,0.2939,3,0,0
2003,PAN,Panama,AMRO,9.0,-79.5,HPS,11,2,9,0.2537,10,1,0
2003,USA,USA,AMRO,38.9,-77.0,HPS,27,9,18,0.3529,25,8,0
2003,CAN,Canada,AMRO,45.4,-75.7,HPS,4,1,3,0.2956,3,0,0
2003,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2941,0,0,0
2003,CHN,China,WPRO,39.9,116.4,HFRS,13189,352,12837,0.0267,10621,3551,0
2003,KOR,South Korea,WPRO,37.6,127.0,HFRS,324,3,321,0.0122,255,56,0
2003,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0147,5,0,0
2003,RUS,Russia,EURO,55.8,37.6,HFRS,12559,286,12273,0.0228,9997,3198,0
2003,FIN,Finland,EURO,60.2,24.9,HFRS,1034,4,1030,0.0048,927,159,0
2003,DEU,Germany,EURO,52.5,13.4,HFRS,834,3,831,0.0036,780,208,0
2003,SWE,Sweden,EURO,59.3,18.1,HFRS,259,0,259,0.0015,245,50,0
2003,BEL,Belgium,EURO,50.8,4.4,HFRS,172,0,172,0.0023,146,40,0
2003,FRA,France,EURO,48.9,2.3,HFRS,63,0,63,0.0015,47,9,0
2003,HRV,Croatia,EURO,45.8,16.0,HFRS,90,3,87,0.034,64,25,0
2003,SVN,Slovenia,EURO,46.1,14.5,HFRS,65,2,63,0.0378,61,11,0
2003,GRC,Greece,EURO,37.97,23.73,HFRS,15,0,15,0.0503,13,2,0
2003,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,15,0,15,0.0145,11,3,0
2003,TWN,Taiwan,WPRO,25.0,121.5,HFRS,10,0,10,0.0274,7,2,0
2003,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.2694,1,0,0
2004,ARG,Argentina,AMRO,-34.6,-58.4,HPS,111,35,76,0.3214,95,27,0
2004,CHL,Chile,AMRO,-33.4,-70.6,HPS,35,10,25,0.3059,26,8,0
2004,BRA,Brazil,AMRO,-15.8,-47.9,HPS,27,8,19,0.333,23,3,0
2004,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,13,4,9,0.3243,10,2,0
2004,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,4,14,0.2756,15,4,0
2004,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.3318,2,0,0
2004,PAN,Panama,AMRO,9.0,-79.5,HPS,23,8,15,0.3801,20,7,0
2004,USA,USA,AMRO,38.9,-77.0,HPS,24,8,16,0.368,20,6,0
2004,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3645,1,0,0
2004,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2193,1,0,0
2004,CHN,China,WPRO,39.9,116.4,HFRS,6154,262,5892,0.0427,5588,1547,0
2004,KOR,South Korea,WPRO,37.6,127.0,HFRS,203,3,200,0.0157,173,68,0
2004,JPN,Japan,WPRO,35.7,139.7,HFRS,13,0,13,0.0152,11,3,0
2004,RUS,Russia,EURO,55.8,37.6,HFRS,10511,138,10373,0.0132,9357,2669,0
2004,FIN,Finland,EURO,60.2,24.9,HFRS,2280,5,2275,0.0024,1956,749,0
2004,DEU,Germany,EURO,52.5,13.4,HFRS,506,1,505,0.0038,441,73,0
2004,SWE,Sweden,EURO,59.3,18.1,HFRS,178,0,178,0.0031,127,37,0
2004,BEL,Belgium,EURO,50.8,4.4,HFRS,94,0,94,0.0022,66,24,0
2004,FRA,France,EURO,48.9,2.3,HFRS,141,0,141,0.0039,125,22,0
2004,HRV,Croatia,EURO,45.8,16.0,HFRS,89,1,88,0.021,62,14,0
2004,SVN,Slovenia,EURO,46.1,14.5,HFRS,45,1,44,0.0331,39,10,0
