epoch,loss
834,0.0511423
835,0.0353318
836,0.0341473
837,0.0343576
838,0.036939
839,0.0206404
840,0.05505
841,0.024833
842,0.0458936
843,0.0164782
844,0.0458314
845,0.0157068
846,0.0422201
847,0.0164262
848,0.0454754
849,0.0163482
850,0.0450537
851,0.0172729
852,0.0469962
853,0.0171305
854,0.0499123
855,0.0375597
856,0.0140302
857,0.0177106
858,0.0471614
859,0.0178476
860,0.0507166
861,0.0387655
862,0.0231152
863,0.047629
864,0.0225911
865,0.0502853
866,0.0395012
867,0.0271872
868,0.0318119
869,0.0353869
870,0.0268511
871,0.0384087
872,0.0205967
873,0.0476598
874,0.0223137
875,0.0498088
876,0.0384766
877,0.0221231
878,0.0469898
879,0.0168479
880,0.0479378
881,0.0290093
882,0.0202912
883,0.0504396
884,0.0385981
885,0.0237654
886,0.0420902
887,0.0140441
888,0.0313053
889,0.0320542
890,0.0273426
891,0.0331001
892,0.0287631
893,0.0301448
894,0.0200444
895,0.0497978
896,0.0387189
897,0.0253852
898,0.0382855
899,0.0136414
900,0.0213475
901,0.0444003
902,0.0157767
903,0.040807
904,0.0178046
905,0.0482537
906,0.0305311
907,0.0199783
908,0.0490257
909,0.0373682
910,0.0149863
911,0.0394615
912,0.0234735
913,0.0441759
914,0.014675
915,0.0386597
916,0.0195568
917,0.048427
918,0.0333831
919,0.0270891
920,0.0313985
921,0.0219205
922,0.0468373
923,0.0250174
924,0.0378728
925,0.0133336
926,0.0163309
927,0.0402038
928,0.0234049
929,0.0426211
930,0.0168976
931,0.0399568
932,0.0249403
933,0.0388821
934,0.0277778
935,0.0199406
936,0.0468916
937,0.0249902
938,0.0370799
939,0.0154333
940,0.0394172
941,0.0257803
942,0.035127
943,0.0213189
944,0.045166
945,0.0170858
946,0.0392548
947,0.026009
948,0.0336482
949,0.0244797
950,0.0388932
951,0.0279599
952,0.0170887
953,0.0422555
954,0.0189739
955,0.0387471
956,0.0223584
957,0.0421472
958,0.0197893
959,0.0387841
960,0.0236103
961,0.0398186
962,0.0293681
963,0.0130765
964,0.0139084
965,0.0340195
966,0.0270923
967,0.0229737
968,0.0405184
969,0.0278361
970,0.0166288
971,0.0405675
972,0.0275441
973,0.0186743
974,0.0422588
975,0.0193238
976,0.0376611
977,0.0133955
978,0.0271122
979,0.0221256
980,0.040993
981,0.026124
982,0.02834
983,0.0215397
984,0.0376745
985,0.01343
986,0.0273782
987,0.0192272
988,0.0414119
989,0.0237207
990,0.036158
991,0.0191955
992,0.0330866
993,0.0263977
994,0.0265932
995,0.0295369
996,0.0130444
997,0.0176073
998,0.0390844
999,0.0289012
1000,0.0141854
1001,0.0359045
1002,0.0192816
1003,0.0327821
1004,0.025594
1005,0.0298906
1006,0.0193471
1007,0.032937
1008,0.0254178
1009,0.03049
1010,0.0188968
1011,0.0313867
1012,0.0179962
1013,0.0346088
1014,0.0226516
1015,0.036532
1016,0.0147552
1017,0.0369167
1018,0.0129464
1019,0.0207804
1020,0.0399068
1021,0.029414
1022,0.0138484
1023,0.0333272
1024,0.0242347
1025,0.0327739
1026,0.0238707
1027,0.0336753
1028,0.0237592
1029,0.0340181
1030,0.023336
1031,0.0350001
1032,0.0215203
1033,0.0349625
1034,0.0225067
1035,0.0369171
1036,0.0176797
1037,0.0304982
1038,0.0149026
1039,0.03698
1040,0.012734
1041,0.0140384
1042,0.0343735
1043,0.0214353
1044,0.0339564
1045,0.0220521
1046,0.0352504
1047,0.0188904
1048,0.0296199
1049,0.0162471
1050,0.0350672
1051,0.0191577
1052,0.0294155
1053,0.0154948
1054,0.0361815
1055,0.0146157
1056,0.035714
1057,0.0166116
1058,0.033966
1059,0.021032
1060,0.0316542
1061,0.0194068
1062,0.0287109
1063,0.0162943
1064,0.0342196
1065,0.0203627
1066,0.0307531
1067,0.0137113
1068,0.0321515
1069,0.0202794
1070,0.029358
1071,0.0127772
1072,0.0220817
1073,0.0373258
1074,0.0133813
1075,0.0302371
1076,0.015788
1077,0.0348808
1078,0.0187807
1079,0.0289143
1080,0.01276
1081,0.0224705
1082,0.0359377
1083,0.012672
1084,0.0187904
1085,0.0267499
1086,0.0239373
1087,0.0312073
1088,0.0138188
1089,0.0330511
1090,0.0202449
1091,0.0257719
1092,0.0284275
1093,0.0133429
1094,0.0289517
1095,0.0162689
1096,0.0289173
1097,0.0165594
1098,0.0286662
1099,0.0187667
1100,0.0305462
1101,0.0169457
1102,0.0284938
1103,0.0193886
1104,0.0319203
1105,0.0170212
1106,0.0283955
1107,0.0186265
1108,0.0295406
1109,0.0172596
1110,0.0288757
1111,0.0189082
1112,0.0314976
1113,0.0171766
1114,0.0282415
1115,0.0201358
1116,0.0337017
1117,0.0159627
1118,0.0287708
1119,0.0174424
1120,0.0283984
1121,0.0197229
1122,0.0329795
1123,0.0164003
1124,0.0282565
1125,0.0191082
1126,0.031175
1127,0.0164273
1128,0.0281768
1129,0.020031
1130,0.0334035
1131,0.0157519
1132,0.0288347
1133,0.0172786
1134,0.0286393
1135,0.0188885
1136,0.0314407
1137,0.0166998
1138,0.0283649
1139,0.0194791
1140,0.0325039
1141,0.0162983
1142,0.0282493
1143,0.0193147
1144,0.0319267
1145,0.0162803
1146,0.0278526
1147,0.0172393
1148,0.0276417
1149,0.0208213
1150,0.0294472
1151,0.0163124
1152,0.0290676
1153,0.0161448
1154,0.0287369
1155,0.0161769
1156,0.0283285
1157,0.0164113
1158,0.0280478
1159,0.0167246
1160,0.0274886
1161,0.0174517
1162,0.0270736
1163,0.0220622
1164,0.0284795
1165,0.0164707
1166,0.0286459
1167,0.0161232
1168,0.0283668
1169,0.0162174
1170,0.0277197
1171,0.0170813
1172,0.0276794
1173,0.0171079
1174,0.0269569
1175,0.0183561
1176,0.0272138
1177,0.0206336
1178,0.0317101
1179,0.0146596
1180,0.0272185
1181,0.0207277
1182,0.0319719
1183,0.0147042
1184,0.0272923
1185,0.0204306
1186,0.0316356
1187,0.0146578
1188,0.0274002
1189,0.0203397
1190,0.0276571
1191,0.0173396
1192,0.0288713
1193,0.0153581
1194,0.0277845
1195,0.0165326
1196,0.027475
1197,0.0170101
1198,0.0273013
1199,0.0171589
1200,0.0267057
1201,0.0183651
1202,0.0266202
1203,0.0223494
1204,0.0269346
1205,0.0186569
1206,0.029294
1207,0.0164709
1208,0.0276544
1209,0.0165817
1210,0.0272014
1211,0.0173729
1212,0.0269041
1213,0.0177164
1214,0.0262575
1215,0.0186146
1216,0.0259064
1217,0.0243151
1218,0.0231313
1219,0.0281026
1220,0.0129856
1221,0.0138194
1222,0.0234266
1223,0.0245438
1224,0.0255843
1225,0.016757
1226,0.0292802
1227,0.0133693
1228,0.0202356
1229,0.0295493
1230,0.0142981
1231,0.025563
1232,0.0214185
1233,0.0302213
1234,0.0135434
1235,0.0279828
1236,0.0142823
1237,0.0303517
1238,0.0133768
1239,0.0276328
1240,0.015213
1241,0.0299314
1242,0.0170587
1243,0.0229657
1244,0.0290158
1245,0.0157113
1246,0.0262044
1247,0.0198514
1248,0.027807
1249,0.0167295
1250,0.025266
1251,0.0212874
1252,0.0290446
1253,0.0135495
1254,0.0280201
1255,0.0137926
1256,0.0295504
1257,0.0135785
1258,0.028497
1259,0.0128493
1260,0.0250406
1261,0.02514
1262,0.0240328
1263,0.0276995
1264,0.0136327
1265,0.028197
1266,0.0138952
1267,0.0296486
1268,0.0139404
1269,0.0265661
1270,0.0176584
1271,0.0292544
1272,0.0125839
1273,0.023019
1274,0.029879
1275,0.0132606
1276,0.027798
1277,0.0141889
1278,0.0300277
1279,0.0150167
1280,0.0292044
1281,0.0131306
1282,0.0224424
1283,0.0284986
1284,0.0148186
1285,0.0302725
1286,0.012553
1287,0.0189673
1288,0.0191656
1289,0.0282459
1290,0.0170037
1291,0.0227055
1292,0.0254339
1293,0.0204538
1294,0.0282468
1295,0.0165593
1296,0.0239756
1297,0.0241429
1298,0.0246394
1299,0.025806
1300,0.0139449
1301,0.0223803
1302,0.0275406
1303,0.0159178
1304,0.0239371
1305,0.0222792
1306,0.0270585
1307,0.0168278
1308,0.0218465
1309,0.0250144
1310,0.0215434
1311,0.0280768
1312,0.0161247
1313,0.023907
1314,0.0236039
1315,0.0248452
1316,0.0247282
1317,0.0221223
1318,0.0241488
1319,0.0234145
1320,0.0271433
1321,0.0137853
1322,0.0220308
1323,0.026308
1324,0.0129579
1325,0.0125923
1326,0.0181242
1327,0.0264433
1328,0.0148755
1329,0.0285172
1330,0.017556
1331,0.0212178
1332,0.025646
1333,0.0180627
1334,0.0267717
1335,0.013039
1336,0.0229267
1337,0.0246237
1338,0.0249845
1339,0.0201664
1340,0.0242185
1341,0.0223987
1342,0.0275228
1343,0.0152542
1344,0.0242542
1345,0.0218875
1346,0.0241058
1347,0.0259281
1348,0.016486
1349,0.0280715
1350,0.0162897
1351,0.0228705
1352,0.0251973
1353,0.0191711
1354,0.0259293
1355,0.0161702
1356,0.0278803
1357,0.0161717
1358,0.022568
1359,0.0249525
1360,0.0196594
1361,0.0247095
1362,0.0201725
1363,0.0268418
1364,0.0136841
1365,0.0216359
1366,0.0254515
1367,0.0176996
1368,0.026918
1369,0.0137916
1370,0.0203297
1371,0.0269976
1372,0.0138334
1373,0.0211953
1374,0.0267128
1375,0.013259
1376,0.0158347
1377,0.0251103
1378,0.0188376
1379,0.0259721
1380,0.0153006
1381,0.027721
1382,0.015662
1383,0.0230224
1384,0.0242444
1385,0.0212126
1386,0.0232374
1387,0.0225714
1388,0.026296
1389,0.0139128
1390,0.0257823
1391,0.0156692
1392,0.0269954
1393,0.0141334
1394,0.0226567
1395,0.023884
1396,0.0214705
1397,0.0224768
1398,0.0223427
1399,0.0260987
1400,0.0143523
1401,0.0264343
1402,0.0132382
1403,0.0197425
1404,0.0236832
1405,0.0213843
1406,0.0261183
1407,0.0141102
1408,0.0260122
1409,0.0144001
1410,0.026489
1411,0.0134135
1412,0.0171362
1413,0.0270854
1414,0.0141986
1415,0.0219781
1416,0.0254541
1417,0.0136139
1418,0.0182562
1419,0.0219959
1420,0.024471
1421,0.0153372
1422,0.0233399
1423,0.0217406
1424,0.0218523
1425,0.0212101
1426,0.0255482
1427,0.016104
1428,0.0269736
1429,0.0142032
1430,0.0219851
1431,0.0244701
1432,0.0152353
1433,0.0232028
1434,0.0216669
1435,0.0215401
1436,0.0207745
1437,0.0251188
1438,0.0172754
1439,0.0260368
1440,0.0130369
1441,0.0148442
1442,0.0263985
1443,0.0133176
1444,0.0162118
1445,0.0270788
1446,0.0141752
1447,0.0212727
1448,0.0257342
1449,0.013212
1450,0.0151611
1451,0.0225894
1452,0.0243848
1453,0.0153613
1454,0.0231388
1455,0.0172148
1456,0.0230481
1457,0.0170624
1458,0.0248941
1459,0.0141992
1460,0.0205691
1461,0.0216696
1462,0.0239372
1463,0.0158474
1464,0.023079
1465,0.021517
1466,0.0214455
1467,0.0204381
1468,0.0211995
1469,0.0197875
1470,0.0210081
1471,0.01937
1472,0.0209466
1473,0.019427
1474,0.0236216
1475,0.0203571
1476,0.0205276
1477,0.0194191
1478,0.0185786
1479,0.0136484
1480,0.0239133
1481,0.0197008
1482,0.0235733
1483,0.0205906
1484,0.0180876
1485,0.0192492
1486,0.0233019
1487,0.0201347
1488,0.0234596
1489,0.0200904
1490,0.0234341
1491,0.020228
1492,0.0235657
1493,0.0205558
1494,0.018588
1495,0.0138255
1496,0.0241516
1497,0.019032
1498,0.0193099
1499,0.0156919
1500,0.0257271
1501,0.01431
1502,0.0251596
1503,0.0160324
1504,0.025409
1505,0.0150811
1506,0.0256739
1507,0.0141739
1508,0.0246827
1509,0.0171748
1510,0.0231587
1511,0.019649
1512,0.0228018
1513,0.0203276
1514,0.0230937
1515,0.0206649
1516,0.0183057
1517,0.0133737
1518,0.021526
1519,0.0206371
1520,0.0192754
1521,0.0165239
1522,0.0252657
1523,0.0154368
1524,0.0256119
1525,0.0141982
1526,0.0244784
1527,0.0174626
1528,0.0227494
1529,0.0197554
1530,0.0198165
1531,0.0171425
1532,0.0231302
1533,0.0193287
1534,0.0220756
1535,0.020504
1536,0.0173665
1537,0.0201633
1538,0.0221775
1539,0.0190698
1540,0.0218878
1541,0.0195401
1542,0.0219076
1543,0.0204484
1544,0.0176446
1545,0.0193048
1546,0.0217808
1547,0.0187446
1548,0.0216865
1549,0.0194633
1550,0.0177794
1551,0.0188911
1552,0.0216525
1553,0.0184159
1554,0.0216685
1555,0.019217
1556,0.0180161
1557,0.0182612
1558,0.0217219
1559,0.0183668
1560,0.0215651
1561,0.019089
1562,0.018322
1563,0.015408
1564,0.0236438
1565,0.0179262
1566,0.020721
1567,0.0177552
1568,0.0201343
1569,0.016574
1570,0.0226546
1571,0.0187743
1572,0.0196444
1573,0.0161771
1574,0.0240572
1575,0.0174829
1576,0.0211318
1577,0.0182915
1578,0.0190946
1579,0.0141613
1580,0.0232661
1581,0.0185487
1582,0.0190444
1583,0.0142019
1584,0.0233828
1585,0.0184212
1586,0.0194075
1587,0.0150839
1588,0.0242533
1589,0.0168824
1590,0.0223399
1591,0.0187376
1592,0.0184043
1593,0.0129134
1594,0.0182857
1595,0.0142004
1596,0.0237051
1597,0.0184253
1598,0.0213037
1599,0.0189187
1600,0.0186657
1601,0.0135477
1602,0.0212839
1603,0.0193548
1604,0.0184877
1605,0.0133602
1606,0.0204836
1607,0.0189564
1608,0.0196873
1609,0.0162452
1610,0.023834
1611,0.0177064
1612,0.0206229
1613,0.0177484
1614,0.0202564
1615,0.016918
1616,0.0218969
1617,0.0186497
1618,0.0183172
1619,0.0128063
1620,0.0178211
1621,0.0135277
1622,0.0210488
1623,0.0206078
1624,0.0183281
1625,0.0133663
1626,0.0205473
1627,0.0195178
1628,0.019035
1629,0.0148903
1630,0.024624
1631,0.0160169
1632,0.0243827
1633,0.0164846
1634,0.0235189
1635,0.0180002
1636,0.0198385
1637,0.016116
1638,0.0234468
1639,0.0179062
1640,0.0196465
1641,0.0155017
1642,0.0238105
1643,0.0173251
1644,0.0210405
1645,0.0179134
1646,0.0194735
1647,0.0149889
1648,0.0238012
1649,0.0172549
1650,0.0211938
1651,0.018048
1652,0.0192251
1653,0.01435
1654,0.0231953
1655,0.0181245
1656,0.019505
1657,0.0152481
1658,0.023888
1659,0.0169893
1660,0.0217021
1661,0.0183872
1662,0.018613
1663,0.0131035
1664,0.0190046
1665,0.0155338
1666,0.0247712
1667,0.01491
1668,0.0241817
1669,0.0164143
1670,0.0236958
1671,0.0172989
1672,0.0214789
1673,0.0183611
1674,0.0188826
1675,0.0136391
1676,0.021133
1677,0.0187296
1678,0.0189578
1679,0.0141195
1680,0.022724
1681,0.0186539
1682,0.0190745
1683,0.014416
1684,0.0232081
1685,0.0180709
1686,0.0200116
1687,0.016535
1688,0.0226695
1689,0.0181612
1690,0.0191196
1691,0.0141659
1692,0.0225303
1693,0.0184514
1694,0.0190588
1695,0.014205
1696,0.022651
1697,0.0185024
1698,0.019103
1699,0.0144044
1700,0.02303
1701,0.0181121
1702,0.0197557
1703,0.0158896
1704,0.0232723
1705,0.0175969
1706,0.0203017
1707,0.0167553
1708,0.021826
1709,0.0180602
1710,0.0190308
1711,0.0138377
1712,0.0215452
1713,0.0185324
1714,0.0189176
1715,0.0138793
1716,0.0217147
1717,0.0187921
1718,0.0187856
1719,0.0137184
1720,0.0212324
1721,0.0188643
1722,0.018951
1723,0.0142152
1724,0.0226818
1725,0.0185633
1726,0.0192199
1727,0.0147835
1728,0.0234616
1729,0.0174288
1730,0.0210913
1731,0.0179547
1732,0.0194832
1733,0.0149681
1734,0.0233242
1735,0.0175029
1736,0.0204511
1737,0.0169668
1738,0.0212943
1739,0.0178419
1740,0.0193346
1741,0.0144568
1742,0.0228388
1743,0.0179959
1744,0.0194897
1745,0.0149925
1746,0.0233116
1747,0.0174035
1748,0.0206873
1749,0.0172378
1750,0.0206633
1751,0.0171055
1752,0.0208013
1753,0.0172072
1754,0.0204983
1755,0.0167435
1756,0.021347
1757,0.017701
1758,0.0194485
1759,0.0145755
1760,0.0227529
